Angle	Intensity
46.343	1.60E-02
46.36	1.38E-02
46.377	5.05E-03
46.394	8.71E-03
46.411	1.40E-03
46.428	5.79E-03
46.445	1.53E-02
46.462	8.00E-03
46.479	6.92E-04
46.496	2.04E-02
46.513	1.97E-02
46.53	2.19E-02
46.547	1.39E-02
46.564	2.34E-02
46.581	2.12E-02
46.598	7.32E-03
46.615	1.10E-02
46.632	-4.37E-03
46.649	4.41E-03
46.666	5.88E-03
46.683	6.62E-03
46.7	9.55E-03
46.717	-3.61E-03
46.734	1.40E-02
46.751	9.57E-03
46.768	1.03E-02
46.785	1.54E-02
46.802	1.54E-02
46.819	8.21E-04
46.836	1.62E-02
46.853	2.06E-02
46.87	1.77E-02
46.887	1.91E-02
46.904	2.28E-02
46.921	1.91E-02
46.938	2.35E-02
46.955	2.14E-02
46.972	1.55E-02
46.989	2.14E-02
47.006	2.87E-02
47.023	2.65E-02
47.04	2.65E-02
47.057	2.14E-02
47.074	2.58E-02
47.091	2.65E-02
47.108	2.87E-02
47.125	3.61E-02
47.142	3.17E-02
47.159	2.88E-02
47.176	3.61E-02
47.193	3.83E-02
47.21	3.54E-02
47.227	4.49E-02
47.244	3.98E-02
47.261	3.17E-02
47.278	3.83E-02
47.295	4.05E-02
47.312	4.78E-02
47.329	5.66E-02
47.346	5.23E-02
47.363	5.37E-02
47.38	4.20E-02
47.397	4.57E-02
47.414	4.13E-02
47.431	3.47E-02
47.448	4.13E-02
47.465	4.13E-02
47.482	2.96E-02
47.499	2.97E-02
47.516	2.75E-02
47.533	3.84E-02
47.55	2.31E-02
47.567	2.75E-02
47.584	3.04E-02
47.601	2.39E-02
47.618	2.53E-02
47.635	5.59E-03
47.652	2.02E-02
47.669	2.10E-02
47.686	1.22E-02
47.703	2.24E-02
47.72	1.37E-02
47.737	5.64E-03
47.754	1.88E-02
47.771	1.15E-02
47.788	4.94E-03
47.805	1.23E-02
47.822	9.34E-03
47.839	1.45E-02
47.856	2.18E-02
47.873	1.67E-02
47.89	1.82E-02
47.907	2.81E-03
47.924	2.82E-03
47.941	8.68E-03
47.958	1.23E-02
47.975	1.24E-02
47.992	1.24E-02
48.009	1.90E-02
48.026	1.16E-02
48.043	1.09E-02
48.06	1.61E-02
48.077	1.09E-02
48.094	8.76E-03
48.111	9.50E-03
48.128	-7.27E-04
48.145	2.21E-03
48.162	9.53E-03
48.179	2.96E-03
48.196	6.63E-03
48.213	5.90E-03
48.23	2.26E-03
48.247	5.19E-03
48.264	4.47E-03
48.281	1.33E-02
48.298	1.03E-02
48.315	1.11E-02
48.332	5.24E-03
48.349	5.25E-03
48.366	9.65E-03
48.383	9.66E-03
48.4	6.75E-03
48.417	3.10E-03
48.434	9.69E-03
48.451	-1.27E-03
48.468	2.04E-04
48.485	-7.10E-03
48.502	2.42E-03
48.519	6.82E-03
48.536	1.56E-02
48.553	6.11E-03
48.57	2.07E-02
48.587	1.12E-02
48.604	3.21E-03
48.621	4.69E-03
48.638	3.97E-03
48.655	1.49E-02
48.672	-3.33E-03
48.689	-4.05E-03
48.706	1.28E-02
48.723	1.79E-02
48.74	1.57E-02
48.757	4.04E-03
48.774	4.78E-03
48.791	1.21E-02
48.808	-8.36E-03
48.825	7.74E-03
48.842	1.07E-02
48.859	-3.21E-03
48.876	1.51E-02
48.893	9.98E-03
48.91	1.29E-02
48.927	6.34E-03
48.944	4.16E-03
48.961	5.13E-04
48.978	3.45E-03
48.995	3.46E-03
49.012	5.67E-03
49.029	-1.75E-04
49.046	-9.67E-03
49.063	-2.35E-03
49.08	-8.73E-04
49.097	3.53E-03
49.114	6.46E-03
49.131	9.40E-03
49.148	7.22E-03
49.165	7.96E-03
49.182	9.43E-03
49.199	1.68E-02
49.216	2.63E-02
49.233	2.19E-02
49.25	6.55E-03
49.267	6.56E-03
49.284	5.11E-03
49.301	1.24E-02
49.318	3.67E-03
49.335	2.22E-03
49.352	1.17E-02
49.369	-6.82E-04
49.386	5.18E-03
49.403	1.47E-02
49.42	-6.48E-04
49.437	1.11E-02
49.454	3.03E-03
49.471	-2.08E-03
49.488	1.26E-02
49.505	6.72E-03
49.522	7.47E-03
49.539	1.41E-02
49.556	7.49E-03
49.573	1.26E-02
49.59	9.29E-04
49.607	6.06E-03
49.624	1.19E-02
49.641	8.28E-03
49.658	1.27E-02
49.675	2.55E-04
49.692	1.34E-02
49.709	5.40E-03
49.726	1.75E-03
49.743	4.69E-03
49.76	5.43E-03
49.777	6.91E-03
49.794	3.26E-03
49.811	1.28E-02
49.828	1.06E-02
49.845	1.35E-02
49.862	4.77E-03
49.879	9.90E-03
49.896	-1.79E-03
49.913	4.07E-03
49.93	4.82E-03
49.947	1.07E-02
49.964	6.30E-03
49.981	9.97E-03
49.998	5.60E-03
50.015	7.07E-03
50.032	4.89E-03
50.049	8.56E-03
50.066	1.08E-02
50.083	7.85E-03
50.1	6.40E-03
50.117	1.29E-03
50.134	4.96E-03
50.151	7.89E-03
50.168	5.92E-04
50.185	1.16E-02
50.202	1.23E-02
50.219	-3.76E-03
50.236	2.10E-03
50.253	4.31E-03
50.27	3.59E-03
50.287	-2.25E-03
50.304	8.73E-03
50.321	4.35E-03
50.338	7.29E-03
50.355	-3.67E-03
50.372	-2.19E-03
50.389	2.21E-03
50.406	-8.75E-03
50.423	7.67E-04
50.44	5.90E-03
50.457	5.18E-03
50.474	1.25E-02
50.491	-4.31E-03
50.508	-3.56E-03
50.525	5.23E-03
50.542	8.16E-03
50.559	9.64E-03
50.576	1.18E-02
50.593	1.26E-02
50.61	1.63E-03
50.627	2.37E-03
50.644	1.12E-02
50.661	1.04E-02
50.678	1.19E-02
50.695	1.78E-02
50.712	2.43E-03
50.729	2.44E-03
50.746	7.57E-03
50.763	-1.93E-03
50.78	4.67E-03
50.797	2.91E-04
50.814	-6.28E-03
50.831	2.51E-03
50.848	-3.33E-03
50.865	3.37E-04
50.882	1.08E-03
50.899	3.29E-03
50.916	1.21E-02
50.933	6.97E-03
50.95	7.71E-03
50.967	1.21E-02
50.984	6.27E-03
51.001	4.28E-04
51.018	4.83E-03
51.035	1.58E-02
51.052	1.51E-02
51.069	4.13E-03
51.086	-6.10E-03
51.103	-4.62E-03
51.12	-3.15E-03
51.137	6.37E-03
51.154	1.08E-02
51.171	4.93E-03
51.188	5.53E-04
51.205	7.15E-03
51.222	8.62E-03
51.239	8.63E-03
51.256	1.08E-02
51.273	1.16E-02
51.29	1.23E-02
51.307	8.68E-03
51.324	5.03E-03
51.341	9.43E-03
51.358	1.31E-02
51.375	-7.87E-04
51.392	-4.48E-05
51.409	2.19E-02
51.426	2.05E-02
51.443	2.27E-02
51.46	5.12E-03
51.477	1.02E-05
51.494	7.34E-03
51.511	9.54E-03
51.528	7.74E-04
51.545	-1.41E-03
51.562	-1.40E-03
51.579	1.40E-02
51.596	4.47E-03
51.613	6.68E-03
51.63	8.88E-03
51.647	3.04E-03
51.664	4.52E-03
51.681	8.71E-04
51.698	3.81E-03
51.715	-2.03E-03
51.732	6.75E-03
51.749	1.48E-02
51.766	1.26E-02
51.783	3.13E-03
51.8	8.26E-03
51.817	1.70E-02
51.834	1.63E-02
51.851	1.41E-02
51.868	6.11E-03
51.885	-1.93E-03
51.902	-4.54E-04
51.919	-5.56E-03
51.936	-9.94E-03
51.953	-1.89E-03
51.97	1.78E-03
51.987	-1.13E-03
52.004	-3.32E-03
52.021	-4.04E-03
52.038	4.75E-03
52.055	1.06E-02
52.072	6.96E-03
52.089	7.70E-03
52.106	1.43E-02
52.123	-1.05E-03
52.14	-3.11E-04
52.157	4.09E-03
52.174	2.63E-03
52.191	-2.82E-04
52.208	-5.39E-03
52.225	-1.72E-03
52.242	7.79E-03
52.259	9.27E-03
52.276	1.22E-02
52.293	1.66E-02
52.31	-3.14E-03
52.327	6.38E-03
52.344	9.31E-03
52.361	1.08E-02
52.378	1.15E-02
52.395	1.01E-02
52.412	1.23E-02
52.429	-3.07E-03
52.446	2.79E-03
52.463	9.38E-03
52.48	4.27E-03
52.497	9.40E-03
52.514	1.53E-02
52.531	-8.92E-05
52.548	1.24E-02
52.565	1.39E-03
52.582	1.09E-02
52.599	2.41E-02
52.616	-3.70E-03
52.633	1.24E-02
52.65	1.02E-02
52.667	2.19E-02
52.684	6.58E-03
52.701	4.39E-03
52.718	6.59E-03
52.735	2.12E-02
52.752	1.17E-02
52.769	1.98E-02
52.786	1.32E-02
52.803	2.98E-03
52.82	1.32E-02
52.837	1.40E-02
52.854	1.25E-02
52.871	1.25E-02
52.888	8.88E-03
52.905	1.84E-02
52.922	1.55E-02
52.939	5.98E-03
52.956	1.77E-02
52.973	6.72E-03
52.99	6.00E-03
53.007	8.89E-04
53.024	3.09E-03
53.041	7.49E-03
53.058	4.57E-03
53.075	6.77E-03
53.092	1.12E-02
53.109	5.33E-03
53.126	-1.98E-03
53.143	4.61E-03
53.16	5.35E-03
53.177	5.36E-03
53.194	2.07E-02
53.211	1.34E-02
53.228	7.58E-03
53.245	6.12E-03
53.262	6.13E-03
53.279	2.30E-02
53.296	1.20E-02
53.313	-1.16E-03
53.33	8.35E-03
53.347	1.13E-02
53.364	1.06E-02
53.381	1.42E-02
53.398	7.65E-03
53.415	-4.77E-03
53.432	-1.11E-03
53.449	7.68E-03
53.466	2.01E-02
53.483	1.57E-02
53.5	6.23E-03
53.517	1.14E-02
53.534	3.97E-04
53.551	1.36E-02
53.568	6.26E-03
53.585	1.14E-02
53.602	2.60E-02
53.619	-1.03E-03
53.636	-7.61E-03
53.653	-6.87E-03
53.67	1.95E-02
53.687	9.24E-03
53.704	7.05E-03
53.721	1.29E-02
53.738	1.36E-02
53.755	1.07E-02
53.772	1.73E-02
53.789	4.16E-03
53.806	1.07E-02
53.823	1.37E-02
53.84	1.15E-02
53.857	8.57E-03
53.874	2.10E-02
53.891	1.59E-02
53.908	1.66E-02
53.925	1.23E-02
53.942	9.33E-03
53.959	1.52E-02
53.976	1.15E-02
53.993	8.62E-03
54.01	-1.52E-04
54.027	-1.46E-04
54.044	2.05E-03
54.061	4.25E-03
54.078	7.19E-03
54.095	6.46E-03
54.112	5.00E-03
54.129	4.28E-03
54.146	6.48E-03
54.163	9.41E-03
54.18	1.01E-02
54.197	1.23E-02
54.214	6.50E-03
54.231	6.52E-04
54.248	5.78E-03
54.265	7.98E-03
54.282	7.98E-03
54.299	1.60E-02
54.316	7.99E-03
54.333	1.17E-02
54.35	1.31E-02
54.367	3.62E-03
54.384	2.16E-03
54.401	2.17E-03
54.418	1.46E-02
54.435	1.44E-03
54.452	2.05E-02
54.469	7.30E-03
54.486	6.58E-03
54.503	7.31E-03
54.52	2.49E-02
54.537	1.10E-02
54.554	-2.18E-03
54.571	7.33E-03
54.588	1.03E-02
54.605	-4.36E-03
54.622	5.88E-03
54.639	2.12E-02
54.656	8.08E-03
54.673	5.16E-03
54.69	8.09E-03
54.707	5.90E-03
54.724	1.03E-02
54.741	1.40E-02
54.758	1.10E-02
54.775	3.72E-03
54.792	1.53E-03
54.809	4.46E-03
54.826	4.47E-03
54.843	1.84E-02
54.86	8.13E-03
54.877	1.47E-02
54.894	1.40E-02
54.911	7.41E-03
54.928	1.55E-02
54.945	2.50E-02
54.962	1.40E-02
54.979	1.03E-02
54.996	1.11E-02
55.013	1.40E-02
55.03	1.84E-02
55.047	2.06E-02
55.064	1.18E-02
55.081	1.18E-02
55.098	1.40E-02
55.115	1.99E-02
55.132	1.92E-02
55.149	2.35E-02
55.166	2.14E-02
55.183	1.26E-02
55.2	1.26E-02
55.217	2.06E-02
55.234	2.21E-02
55.251	1.84E-02
55.268	1.99E-02
55.285	2.14E-02
55.302	1.04E-02
55.319	3.82E-03
55.336	1.41E-02
55.353	1.19E-02
55.37	-5.61E-04
55.387	1.33E-02
55.404	1.41E-02
55.421	2.29E-02
55.438	2.21E-02
55.455	1.99E-02
55.472	1.48E-02
55.489	2.65E-02
55.506	8.96E-03
55.523	1.99E-02
55.54	2.21E-02
55.557	2.07E-02
55.574	1.99E-02
55.591	2.29E-02
55.608	1.04E-02
55.625	2.73E-02
55.642	2.87E-02
55.659	1.56E-02
55.676	2.29E-02
55.693	9.71E-03
55.71	2.07E-02
55.727	1.41E-02
55.744	6.06E-03
55.761	1.19E-02
55.778	4.60E-03
55.795	1.48E-02
55.812	2.58E-02
55.829	2.65E-02
55.846	2.14E-02
55.863	2.95E-02
55.88	2.22E-02
55.897	2.51E-02
55.914	2.51E-02
55.931	2.80E-02
55.948	3.82E-02
55.965	3.61E-02
55.982	3.82E-02
55.999	4.04E-02
56.016	4.26E-02
56.033	4.48E-02
56.05	4.19E-02
56.067	4.04E-02
56.084	4.04E-02
56.101	4.12E-02
56.118	3.75E-02
56.135	3.75E-02
56.152	3.53E-02
56.169	4.63E-02
56.186	4.26E-02
56.203	3.39E-02
56.22	4.41E-02
56.237	4.56E-02
56.254	3.82E-02
56.271	2.87E-02
56.288	3.90E-02
56.305	3.90E-02
56.322	3.90E-02
56.339	3.53E-02
56.356	4.12E-02
56.373	3.97E-02
56.39	3.75E-02
56.407	3.31E-02
56.424	4.04E-02
56.441	2.95E-02
56.458	2.51E-02
56.475	1.70E-02
56.492	1.70E-02
56.509	2.58E-02
56.526	1.92E-02
56.543	2.00E-02
56.56	3.46E-02
56.577	2.65E-02
56.594	1.85E-02
56.611	1.34E-02
56.628	1.68E-03
56.645	3.17E-02
56.662	3.90E-02
56.679	2.95E-02
56.696	1.48E-02
56.713	1.78E-02
56.73	2.07E-02
56.747	2.22E-02
56.764	1.05E-02
56.781	2.14E-02
56.798	2.29E-02
56.815	1.70E-02
56.832	1.56E-02
56.849	2.07E-02
56.866	1.48E-02
56.883	1.05E-02
56.9	2.00E-02
56.917	2.36E-02
56.934	1.92E-02
56.951	3.09E-02
56.968	2.58E-02
56.985	8.27E-03
57.002	1.19E-02
57.019	1.70E-02
57.036	2.36E-02
57.053	3.24E-02
57.07	2.51E-02
57.087	1.70E-02
57.104	1.49E-02
57.121	1.19E-02
57.138	2.29E-02
57.155	2.80E-02
57.172	1.85E-02
57.189	1.63E-02
57.206	1.78E-02
57.223	1.63E-02
57.24	1.70E-02
57.257	1.34E-02
57.274	1.12E-02
57.291	1.85E-02
57.308	1.41E-02
57.325	1.27E-02
57.342	1.63E-02
57.359	2.22E-02
57.376	1.41E-02
57.393	2.36E-02
57.41	1.27E-02
57.427	6.81E-03
57.444	8.27E-03
57.461	2.95E-02
57.478	1.49E-02
57.495	1.41E-02
57.512	1.85E-02
57.529	1.78E-02
57.546	1.71E-02
57.563	2.44E-02
57.58	2.36E-02
57.597	1.19E-02
57.614	2.07E-02
57.631	3.24E-02
57.648	2.00E-02
57.665	1.27E-02
57.682	8.28E-03
57.699	2.00E-02
57.716	2.44E-02
57.733	2.36E-02
57.75	1.78E-02
57.767	1.56E-02
57.784	1.71E-02
57.801	1.63E-02
57.818	2.36E-02
57.835	2.00E-02
57.852	1.05E-02
57.869	1.41E-02
57.886	1.63E-02
57.903	1.41E-02
57.92	1.63E-02
57.937	1.85E-02
57.954	1.93E-02
57.971	2.44E-02
57.988	1.78E-02
58.005	1.19E-02
58.022	9.75E-03
58.039	1.78E-02
58.056	2.07E-02
58.073	1.05E-02
58.09	1.27E-02
58.107	2.07E-02
58.124	2.22E-02
58.141	1.27E-02
58.158	1.63E-02
58.175	2.44E-02
58.192	1.12E-02
58.209	5.37E-03
58.226	2.00E-02
58.243	2.22E-02
58.26	2.51E-02
58.277	2.29E-02
58.294	2.88E-02
58.311	2.44E-02
58.328	1.63E-02
58.345	9.76E-03
58.362	1.20E-02
58.379	1.34E-02
58.396	1.93E-02
58.413	3.61E-02
58.43	1.27E-02
58.447	3.17E-02
58.464	2.22E-02
58.481	1.93E-02
58.498	1.78E-02
58.515	2.66E-02
58.532	2.44E-02
58.549	3.17E-02
58.566	1.78E-02
58.583	2.59E-02
58.6	3.54E-02
58.617	2.29E-02
58.634	2.66E-02
58.651	2.59E-02
58.668	2.95E-02
58.685	3.32E-02
58.702	2.95E-02
58.719	3.83E-02
58.736	3.98E-02
58.753	3.17E-02
58.77	3.83E-02
58.787	4.12E-02
58.804	4.78E-02
58.821	5.88E-02
58.838	5.73E-02
58.855	4.86E-02
58.872	4.93E-02
58.889	4.71E-02
58.906	5.15E-02
58.923	5.08E-02
58.94	5.66E-02
58.957	5.81E-02
58.974	5.59E-02
58.991	5.95E-02
59.008	6.61E-02
59.025	7.71E-02
59.042	6.76E-02
59.059	6.17E-02
59.076	7.34E-02
59.093	8.59E-02
59.11	7.27E-02
59.127	5.59E-02
59.144	5.52E-02
59.161	5.52E-02
59.178	5.96E-02
59.195	6.32E-02
59.212	5.66E-02
59.229	6.47E-02
59.246	7.05E-02
59.263	6.54E-02
59.28	6.98E-02
59.297	5.23E-02
59.314	4.86E-02
59.331	5.37E-02
59.348	5.37E-02
59.365	5.30E-02
59.382	4.64E-02
59.399	4.86E-02
59.416	4.13E-02
59.433	4.79E-02
59.45	4.79E-02
59.467	3.69E-02
59.484	3.33E-02
59.501	2.67E-02
59.518	2.81E-02
59.535	3.40E-02
59.552	2.45E-02
59.569	2.74E-02
59.586	2.82E-02
59.603	2.74E-02
59.62	1.87E-02
59.637	1.94E-02
59.654	2.16E-02
59.671	2.45E-02
59.688	2.74E-02
59.705	1.50E-02
59.722	2.23E-02
59.739	2.89E-02
59.756	1.72E-02
59.773	1.94E-02
59.79	1.43E-02
59.807	1.14E-02
59.824	1.65E-02
59.841	1.50E-02
59.858	1.94E-02
59.875	1.79E-02
59.892	2.09E-02
59.909	1.65E-02
59.926	1.72E-02
59.943	1.94E-02
59.96	2.09E-02
59.977	2.53E-02
59.994	1.94E-02
60.011	1.58E-02
60.028	1.28E-02
60.045	1.94E-02
60.062	1.36E-02
60.079	1.06E-02
60.096	1.36E-02
60.113	2.16E-02
60.13	1.14E-02
60.147	6.99E-03
60.164	9.19E-03
60.181	1.65E-02
60.198	1.94E-02
60.215	1.29E-02
60.232	2.53E-02
60.249	1.58E-02
60.266	1.50E-02
60.283	2.68E-02
60.3	1.36E-02
60.317	1.29E-02
60.334	2.53E-02
60.351	9.93E-03
60.368	2.53E-02
60.385	2.31E-02
60.402	1.36E-02
60.419	1.36E-02
60.436	4.82E-03
60.453	1.29E-02
60.47	2.09E-02
60.487	1.58E-02
60.504	8.48E-03
60.521	7.02E-03
60.538	4.33E-04
60.555	2.09E-02
60.572	1.36E-02
60.589	1.21E-02
60.606	1.95E-02
60.623	2.60E-02
60.64	2.38E-02
60.657	2.46E-02
60.674	1.21E-02
60.691	1.07E-02
60.708	1.43E-02
60.725	1.29E-02
60.742	1.51E-02
60.759	1.80E-02
60.776	1.43E-02
60.793	9.95E-03
60.81	9.95E-03
60.827	1.21E-02
60.844	9.95E-03
60.861	2.09E-02
60.878	1.36E-02
60.895	1.29E-02
60.912	1.87E-02
60.929	5.57E-03
60.946	-1.01E-03
60.963	6.30E-03
60.98	8.49E-03
60.997	9.23E-03
61.014	6.30E-03
61.031	1.29E-02
61.048	1.14E-02
61.065	1.43E-02
61.082	1.29E-02
61.099	7.03E-03
61.116	1.07E-02
61.133	9.23E-03
61.15	7.04E-03
61.167	4.84E-03
61.184	5.57E-03
61.201	2.24E-02
61.218	1.73E-02
61.235	9.23E-03
61.252	1.80E-02
61.269	1.36E-02
61.286	1.22E-02
61.303	1.19E-03
61.32	4.57E-04
61.337	4.85E-03
61.354	1.92E-03
61.371	1.14E-02
61.388	1.73E-02
61.405	9.24E-03
61.422	1.65E-02
61.439	2.61E-02
61.456	7.04E-03
61.473	1.29E-02
61.49	1.14E-02
61.507	7.04E-03
61.524	1.22E-02
61.541	1.51E-02
61.558	4.12E-03
61.575	4.85E-03
61.592	1.44E-02
61.609	3.39E-03
61.626	-8.31E-03
61.643	1.92E-03
61.66	-1.00E-03
61.677	-1.00E-03
61.694	1.19E-03
61.711	1.19E-03
61.728	6.31E-03
61.745	5.58E-03
61.762	7.78E-03
61.779	1.14E-02
61.796	1.36E-02
61.813	1.80E-02
61.83	4.12E-03
61.847	1.93E-03
61.864	4.12E-03
61.881	1.51E-02
61.898	1.29E-02
61.915	8.51E-03
61.932	1.07E-02
61.949	1.14E-02
61.966	2.66E-03
61.983	7.05E-03
62	1.07E-02
62.017	4.66E-04
62.034	3.39E-03
62.051	4.12E-03
62.068	2.66E-03
62.085	1.14E-02
62.102	9.97E-03
62.119	6.32E-03
62.136	1.14E-02
62.153	9.24E-03
62.17	4.86E-03
62.187	1.95E-02
62.204	8.51E-03
62.221	4.12E-03
62.238	4.12E-03
62.255	7.78E-03
62.272	1.58E-02
62.289	7.05E-03
62.306	1.29E-02
62.323	4.86E-03
62.34	-9.95E-04
62.357	1.22E-02
62.374	2.39E-02
62.391	-6.85E-03
62.408	9.98E-03
62.425	2.09E-02
62.442	4.68E-04
62.459	2.24E-02
62.476	7.05E-03
62.493	4.12E-03
62.51	1.44E-02
62.527	9.98E-03
62.544	9.98E-03
62.561	5.59E-03
62.578	1.07E-02
62.595	5.59E-03
62.612	-9.95E-04
62.629	7.05E-03
62.646	1.22E-02
62.663	-1.73E-03
62.68	6.32E-03
62.697	1.73E-02
62.714	7.78E-03
62.731	1.36E-02
62.748	1.22E-02
62.765	9.24E-03
62.782	1.44E-02
62.799	1.29E-02
62.816	1.14E-02
62.833	9.98E-03
62.85	-3.92E-03
62.867	3.39E-03
62.884	8.51E-03
62.901	9.24E-03
62.918	7.78E-03
62.935	4.86E-03
62.952	5.59E-03
62.969	4.12E-03
62.986	4.86E-03
63.003	5.59E-03
63.02	1.22E-02
63.037	1.66E-02
63.054	1.51E-02
63.071	1.66E-02
63.088	6.32E-03
63.105	1.93E-03
63.122	4.65E-04
63.139	2.66E-03
63.156	1.14E-02
63.173	7.05E-03
63.19	7.05E-03
63.207	2.66E-03
63.224	1.66E-02
63.241	8.51E-03
63.258	-5.39E-03
63.275	4.85E-03
63.292	8.51E-03
63.309	1.92E-03
63.326	1.29E-02
63.343	1.66E-02
63.36	-4.66E-03
63.377	1.66E-02
63.394	1.80E-02
63.411	5.58E-03
63.428	1.29E-02
63.445	1.19E-03
63.462	-3.20E-03
63.479	6.31E-03
63.496	1.51E-02
63.513	4.84E-03
63.53	2.02E-02
63.547	1.51E-02
63.564	3.38E-03
63.581	5.57E-03
63.598	2.65E-03
63.615	1.91E-03
63.632	7.03E-03
63.649	1.87E-02
63.666	7.03E-03
63.683	4.84E-03
63.7	7.03E-03
63.717	1.21E-02
63.734	-2.86E-04
63.751	4.83E-03
63.768	1.58E-02
63.785	1.21E-02
63.802	7.76E-03
63.819	6.29E-03
63.836	7.02E-03
63.853	7.02E-03
63.87	4.83E-03
63.887	9.95E-03
63.904	7.75E-03
63.921	6.29E-03
63.938	4.09E-03
63.955	8.48E-03
63.972	9.94E-03
63.989	8.48E-03
64.006	1.80E-02
64.023	1.36E-02
64.04	7.74E-03
64.057	1.07E-02
64.074	1.07E-02
64.091	8.47E-03
64.108	8.47E-03
64.125	9.93E-03
64.142	5.54E-03
64.159	1.14E-02
64.176	1.88E-03
64.193	-6.17E-03
64.21	8.46E-03
64.227	-3.24E-03
64.244	1.43E-02
64.261	1.21E-02
64.278	1.58E-02
64.295	-1.79E-03
64.312	-8.37E-03
64.329	8.45E-03
64.346	6.98E-03
64.363	1.50E-02
64.38	1.14E-02
64.397	2.16E-02
64.414	6.25E-03
64.431	1.36E-02
64.448	2.23E-02
64.465	-4.00E-03
64.482	5.51E-03
64.499	6.24E-03
64.516	1.50E-02
64.533	8.43E-03
64.55	1.06E-02
64.567	1.87E-02
64.584	3.40E-02
64.601	3.11E-02
64.618	3.18E-02
64.635	3.18E-02
64.652	2.30E-02
64.669	1.43E-02
64.686	1.79E-02
64.703	1.21E-02
64.72	4.75E-03
64.737	1.72E-02
64.754	1.64E-02
64.771	1.94E-02
64.788	2.52E-02
64.805	1.94E-02
64.822	1.72E-02
64.839	2.59E-02
64.856	3.11E-02
64.873	2.01E-02
64.89	1.57E-02
64.907	1.72E-02
64.924	1.64E-02
64.941	2.67E-02
64.958	3.03E-02
64.975	3.03E-02
64.992	2.45E-02
65.009	2.08E-02
65.026	2.08E-02
65.043	2.15E-02
65.06	2.74E-02
65.077	2.81E-02
65.094	3.25E-02
65.111	2.37E-02
65.128	2.00E-02
65.145	1.56E-02
65.162	3.25E-02
65.179	1.86E-02
65.196	1.49E-02
65.213	1.86E-02
65.23	2.37E-02
65.247	1.93E-02
65.264	1.12E-02
65.281	2.81E-02
65.298	1.93E-02
65.315	1.56E-02
65.332	2.44E-02
65.349	2.44E-02
65.366	7.55E-03
65.383	4.62E-03
65.4	1.49E-02
65.417	1.78E-02
65.434	2.44E-02
65.451	1.85E-02
65.468	1.41E-02
65.485	8.26E-03
65.502	1.12E-02
65.519	8.98E-03
65.536	1.48E-02
65.553	1.63E-02
65.57	1.48E-02
65.587	2.38E-03
65.604	1.33E-02
65.621	1.04E-02
65.638	4.56E-03
65.655	8.21E-03
65.672	1.33E-02
65.689	1.19E-02
65.706	1.55E-02
65.723	1.40E-02
65.74	8.91E-03
65.757	1.84E-02
65.774	2.21E-02
65.791	1.40E-02
65.808	6.70E-03
65.825	1.18E-02
65.842	1.11E-02
65.859	1.11E-02
65.876	1.03E-02
65.893	1.62E-02
65.91	1.54E-02
65.927	1.40E-02
65.944	1.25E-02
65.961	1.53E-03
65.978	7.37E-03
65.995	5.90E-03
66.012	-6.87E-04
66.029	3.70E-03
66.046	1.03E-02
66.063	5.15E-03
66.08	1.46E-02
66.097	9.52E-03
66.114	-2.19E-03
66.131	-2.93E-03
66.148	-1.47E-03
66.165	-1.32E-05
66.182	2.91E-03
66.199	1.02E-02
66.216	5.09E-03
66.233	-4.43E-03
66.25	1.53E-02
66.267	1.41E-03
66.284	7.25E-03
66.301	3.59E-03
66.318	5.78E-03
66.335	7.23E-03
66.352	1.02E-02
66.369	9.41E-03
66.386	7.21E-03
66.403	-4.50E-03
66.42	1.52E-02
66.437	1.01E-02
66.454	2.07E-03
66.471	1.08E-02
66.488	1.01E-02
66.505	1.16E-02
66.522	7.89E-03
66.539	3.50E-03
66.556	1.15E-02
66.573	1.29E-03
66.59	7.87E-03
66.607	1.01E-02
66.624	1.00E-02
66.641	7.85E-03
66.658	-9.37E-04
66.675	9.30E-03
66.692	1.37E-02
66.709	1.29E-02
66.726	1.37E-02
66.743	1.07E-02
66.76	4.15E-03
66.777	8.53E-03
66.794	6.33E-03
66.811	-5.38E-03
66.828	-6.12E-03
66.845	7.77E-03
66.862	1.36E-02
66.879	5.57E-03
66.896	1.90E-03
66.913	5.56E-03
66.93	7.74E-03
66.947	4.81E-03
66.964	4.08E-03
66.981	7.00E-03
66.998	5.53E-03
67.015	1.13E-03
67.032	-2.53E-03
67.049	3.32E-03
67.066	1.87E-02
67.083	6.23E-03
67.1	7.69E-03
67.117	1.28E-02
67.134	4.03E-03
67.151	7.68E-03
67.168	-4.76E-03
67.185	2.55E-03
67.202	1.13E-02
67.219	1.81E-03
67.236	6.19E-03
67.253	1.57E-02
67.27	7.65E-03
67.287	1.71E-02
67.304	-8.45E-03
67.321	1.28E-02
67.338	1.20E-02
67.355	8.36E-03
67.372	5.43E-03
67.389	1.20E-02
67.406	5.42E-03
67.423	1.05E-02
67.44	9.07E-03
67.457	1.75E-03
67.474	-4.84E-03
67.491	6.13E-03
67.508	-1.19E-03
67.525	2.47E-03
67.542	1.20E-02
67.559	1.64E-02
67.576	7.58E-03
67.593	9.04E-03
67.61	9.03E-03
67.627	7.57E-03
67.644	3.18E-03
67.661	9.78E-04
67.678	6.83E-03
67.695	2.40E-04
67.712	3.89E-03
67.729	3.89E-03
67.746	-1.96E-03
67.763	9.01E-03
67.78	6.08E-03
67.797	9.00E-03
